employee_id,age,department,education_level,region,remote_work,years_experience,monthly_salary,performance_score,satisfaction_score,bonus_pct
1216,39.0,Support,PhD,North,Yes,13.3,"$6,377.48",6.3,65.9,16.59
1581,39.0,Engineering,Bachelors,North,No,19.5,"$11,716.30",3.6,52.0,0.42
1563,37.0,Finance,Bachelors,North,No,14.7,"$8,570.62",5.1,70.1,
1399,40.0,Engineering,Masters,South,Yes,19.1,"$11,623.29",6.4,67.2,
1491,39.0,Support,Bachelors,South,No,20.8,"$7,760.81",7.1,76.0,10.58
1253,40.0,Engineering,High School,North,Yes,16.8,"$11,219.76",,70.0,
1469,35.0,Sales,Bachelors,North,Yes,10.7,"$6,711.91",5.8,,0.24
1358,37.0,Support,Bachelors,South,No,18.2,"$7,476.65",7.2,61.0,5.38
1255,35.0,Engineering,PhD,East,No,11.9,"$10,046.23",5.6,66.2,0.23
1277,40.0,Engineering,Bachelors,East,Yes,20.7,"$11,534.64",,67.0,
1179,32.0,Finance,Masters,South,No,10.2,"$8,037.18",8.0,83.3,0.03
1282,80.0,Sales,Bachelors,North,No,22.0,"$8,381.62",9.3,65.1,
1391,32.0,Marketing,High School,South,No,8.8,"$6,932.07",8.0,46.2,
1509,34.0,Engineering,Bachelors,West,No,14.0,"$10,837.67",7.0,69.6,
1584,41.0,Engineering,Masters,North,Yes,19.7,"$11,986.39",6.7,80.7,
1130,27.0,Marketing,Masters,South,Yes,5.8,"$6,699.18",6.1,67.3,8.61
1145,45.0,Engineering,High School,North,No,29.1,"$12,981.05",5.9,76.3,10.96
1646,22.0,Finance,Bachelors,West,No,2.2,"$7,296.64",4.4,98.6,10.79
1073,31.0,Finance,High School,West,No,7.7,"$7,700.88",8.1,53.7,
1236,27.0,Finance,Bachelors,East,No,4.3,"$7,215.69",7.2,76.2,0.15
1038,39.0,Engineering,PhD,East,No,17.0,"$10,896.19",6.1,77.8,3.03
